Data As Of,Start Date,End Date,Group,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,P&C Deaths,Influenza Deaths,P/I/C Deaths
09/27/2023,01/01/2021,12/31/2021,By Year,Minnesota,Female,40-49 years,68.0,628.0,55.0,29.0,0.0,94.0
09/27/2023,01/01/2021,12/31/2021,By Year,Minnesota,Female,45-54 years,115.0,903.0,76.0,46.0,0.0,145.0
09/27/2023,01/01/2021,12/31/2021,By Year,Minnesota,Female,50-64 years,351.0,2898.0,279.0,170.0,0.0,460.0
09/27/2023,01/01/2021,12/31/2021,By Year,Minnesota,Female,55-64 years,280.0,2351.0,240.0,144.0,0.0,376.0
09/27/2023,01/01/2021,12/31/2021,By Year,Minnesota,Female,85 years and over,768.0,9949.0,670.0,249.0,0.0,1189.0
09/27/2023,01/01/2022,12/31/2022,By Year,Minnesota,Male,50-64 years,306.0,4467.0,266.0,113.0,13.0,472.0
09/27/2023,01/01/2022,12/31/2022,By Year,Minnesota,Male,55-64 years,244.0,3579.0,207.0,85.0,11.0,377.0
09/27/2023,01/01/2022,12/31/2022,By Year,Minnesota,Male,65-74 years,379.0,5629.0,430.0,149.0,14.0,673.0
09/27/2023,01/01/2022,12/31/2022,By Year,Minnesota,Male,75-84 years,494.0,6681.0,556.0,189.0,21.0,881.0
09/27/2023,01/01/2022,12/31/2022,By Year,Minnesota,Male,85 years and over,523.0,6909.0,522.0,147.0,19.0,916.0
09/27/2023,01/01/2022,12/31/2022,By Year,Minnesota,Female,50-64 years,190.0,2761.0,178.0,75.0,11.0,304.0
09/27/2023,01/01/2022,12/31/2022,By Year,Minnesota,Female,55-64 years,163.0,2230.0,148.0,65.0,11.0,257.0
09/27/2023,01/01/2022,12/31/2022,By Year,Minnesota,Female,65-74 years,242.0,4009.0,283.0,82.0,11.0,454.0
09/27/2023,01/01/2022,12/31/2022,By Year,Minnesota,Female,75-84 years,387.0,6045.0,429.0,137.0,24.0,701.0
09/27/2023,01/01/2022,12/31/2022,By Year,Minnesota,Female,85 years and over,678.0,10219.0,607.0,156.0,36.0,1164.0
09/27/2023,01/01/2023,09/23/2023,By Year,Minnesota,Female,50-64 years,27.0,1670.0,85.0,10.0,0.0,102.0
09/27/2023,01/01/2023,09/23/2023,By Year,Minnesota,Female,55-64 years,27.0,1342.0,67.0,10.0,0.0,84.0
09/27/2023,01/01/2023,09/23/2023,By Year,Minnesota,Female,85 years and over,293.0,7011.0,383.0,59.0,15.0,630.0
09/27/2023,01/01/2020,12/31/2020,By Year,Mississippi,Male,65-74 years,732.0,5020.0,743.0,412.0,11.0,1073.0
09/27/2023,01/01/2020,12/31/2020,By Year,Mississippi,Male,75-84 years,800.0,4793.0,785.0,455.0,11.0,1140.0
09/27/2023,01/01/2020,12/31/2020,By Year,Mississippi,Female,1-4 years,0.0,17.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,Mississippi,Female,18-29 years,17.0,196.0,16.0,12.0,0.0,21.0
09/27/2023,01/01/2020,12/31/2020,By Year,Mississippi,Female,50-64 years,433.0,3045.0,408.0,237.0,10.0,614.0
09/27/2023,01/01/2021,12/31/2021,By Year,Mississippi,Male,5-14 years,0.0,54.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2021,12/31/2021,By Year,Mississippi,Male,18-29 years,28.0,673.0,20.0,10.0,0.0,38.0
09/27/2023,01/01/2021,12/31/2021,By Year,Mississippi,Female,18-29 years,29.0,287.0,21.0,13.0,0.0,37.0
09/27/2023,01/01/2021,12/31/2021,By Year,Mississippi,Female,35-44 years,138.0,684.0,92.0,75.0,0.0,155.0
09/27/2023,01/01/2022,12/31/2022,By Year,Mississippi,Male,50-64 years,266.0,4123.0,362.0,106.0,18.0,540.0
09/27/2023,01/01/2022,12/31/2022,By Year,Mississippi,Male,55-64 years,218.0,3263.0,300.0,90.0,13.0,441.0
09/27/2023,01/01/2022,12/31/2022,By Year,Mississippi,Male,65-74 years,448.0,4711.0,555.0,216.0,17.0,803.0
09/27/2023,01/01/2022,12/31/2022,By Year,Mississippi,Male,75-84 years,493.0,4679.0,532.0,203.0,12.0,833.0
09/27/2023,01/01/2022,12/31/2022,By Year,Mississippi,Female,1-4 years,0.0,25.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2022,12/31/2022,By Year,Mississippi,Female,50-64 years,243.0,2860.0,308.0,114.0,17.0,454.0
09/27/2023,01/01/2022,12/31/2022,By Year,Mississippi,Female,55-64 years,192.0,2294.0,244.0,88.0,13.0,361.0
09/27/2023,01/01/2022,12/31/2022,By Year,Mississippi,Female,65-74 years,352.0,3644.0,380.0,144.0,13.0,599.0
09/27/2023,01/01/2022,12/31/2022,By Year,Mississippi,Female,75-84 years,438.0,4574.0,449.0,168.0,14.0,728.0
09/27/2023,01/01/2022,12/31/2022,By Year,Mississippi,Female,85 years and over,436.0,5053.0,402.0,142.0,11.0,704.0
09/27/2023,01/01/2023,09/23/2023,By Year,Mississippi,Male,Under 1 year,0.0,91.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,09/23/2023,By Year,Mississippi,Male,85 years and over,101.0,2017.0,169.0,36.0,0.0,234.0
09/27/2023,01/01/2023,09/23/2023,By Year,Mississippi,Female,Under 1 year,0.0,64.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,09/23/2023,By Year,Mississippi,Female,1-4 years,0.0,19.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,09/23/2023,By Year,Mississippi,Female,5-14 years,0.0,23.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,Missouri,Male,45-54 years,147.0,2501.0,142.0,66.0,10.0,233.0
09/27/2023,01/01/2020,12/31/2020,By Year,Missouri,Male,50-64 years,575.0,7718.0,587.0,270.0,29.0,920.0
09/27/2023,01/01/2020,12/31/2020,By Year,Missouri,Male,55-64 years,479.0,6205.0,493.0,223.0,25.0,773.0
09/27/2023,01/01/2020,12/31/2020,By Year,Missouri,Male,65-74 years,963.0,8881.0,864.0,446.0,21.0,1401.0
09/27/2023,01/01/2020,12/31/2020,By Year,Missouri,Male,75-84 years,1324.0,9875.0,1153.0,638.0,24.0,1861.0
09/27/2023,01/01/2020,12/31/2020,By Year,Missouri,Male,85 years and over,1204.0,8476.0,990.0,513.0,17.0,1697.0
09/27/2023,01/01/2020,12/31/2020,By Year,Missouri,Female,50-64 years,350.0,4935.0,359.0,166.0,17.0,560.0
09/27/2023,01/01/2020,12/31/2020,By Year,Missouri,Female,55-64 years,310.0,4003.0,300.0,146.0,12.0,476.0
09/27/2023,01/01/2020,12/31/2020,By Year,Missouri,Female,65-74 years,704.0,6693.0,626.0,317.0,21.0,1033.0
09/27/2023,01/01/2020,12/31/2020,By Year,Missouri,Female,75-84 years,1000.0,8958.0,864.0,436.0,32.0,1460.0
09/27/2023,01/01/2020,12/31/2020,By Year,Missouri,Female,85 years and over,1730.0,13337.0,1136.0,559.0,24.0,2331.0
09/27/2023,01/01/2021,12/31/2021,By Year,Missouri,Male,18-29 years,43.0,1158.0,29.0,17.0,0.0,55.0
09/27/2023,01/01/2021,12/31/2021,By Year,Missouri,Male,25-34 years,66.0,1343.0,47.0,32.0,0.0,81.0
09/27/2023,01/01/2021,12/31/2021,By Year,Missouri,Male,30-39 years,110.0,1582.0,97.0,64.0,0.0,143.0
09/27/2023,01/01/2021,12/31/2021,By Year,Missouri,Male,35-44 years,168.0,1807.0,144.0,96.0,0.0,216.0
09/27/2023,01/01/2021,12/31/2021,By Year,Missouri,Male,40-49 years,276.0,2168.0,193.0,147.0,0.0,322.0
09/27/2023,01/01/2021,12/31/2021,By Year,Missouri,Male,45-54 years,477.0,2952.0,323.0,252.0,0.0,548.0
09/27/2023,01/01/2021,12/31/2021,By Year,Missouri,Male,75-84 years,1218.0,9389.0,1130.0,694.0,0.0,1654.0
09/27/2023,01/01/2021,12/31/2021,By Year,Missouri,Female,18-29 years,29.0,388.0,19.0,13.0,0.0,35.0
09/27/2023,01/01/2021,12/31/2021,By Year,Missouri,Female,45-54 years,279.0,1717.0,206.0,150.0,0.0,335.0
09/27/2023,01/01/2022,12/31/2022,By Year,Missouri,Male,50-64 years,581.0,7683.0,584.0,308.0,22.0,877.0
09/27/2023,01/01/2022,12/31/2022,By Year,Missouri,Male,55-64 years,456.0,6176.0,494.0,251.0,21.0,718.0
09/27/2023,01/01/2022,12/31/2022,By Year,Missouri,Male,65-74 years,660.0,8845.0,755.0,328.0,23.0,1108.0
09/27/2023,01/01/2022,12/31/2022,By Year,Missouri,Male,75-84 years,824.0,9677.0,920.0,414.0,32.0,1360.0
09/27/2023,01/01/2022,12/31/2022,By Year,Missouri,Male,85 years and over,653.0,7554.0,635.0,254.0,26.0,1058.0
09/27/2023,01/01/2022,12/31/2022,By Year,Missouri,Female,50-64 years,399.0,4992.0,397.0,179.0,20.0,637.0
09/27/2023,01/01/2022,12/31/2022,By Year,Missouri,Female,55-64 years,328.0,4030.0,322.0,145.0,15.0,520.0
09/27/2023,01/01/2022,12/31/2022,By Year,Missouri,Female,65-74 years,547.0,6727.0,640.0,282.0,29.0,929.0
09/27/2023,01/01/2022,12/31/2022,By Year,Missouri,Female,75-84 years,649.0,9057.0,724.0,280.0,37.0,1126.0
09/27/2023,01/01/2022,12/31/2022,By Year,Missouri,Female,85 years and over,806.0,11923.0,703.0,256.0,40.0,1293.0
09/27/2023,01/01/2023,09/23/2023,By Year,Missouri,Male,65-74 years,92.0,5783.0,376.0,39.0,12.0,438.0
09/27/2023,01/01/2023,09/23/2023,By Year,Missouri,Male,85 years and over,145.0,5151.0,371.0,54.0,12.0,473.0
09/27/2023,01/01/2023,09/23/2023,By Year,Missouri,Female,5-14 years,0.0,41.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,09/23/2023,By Year,Missouri,Female,30-39 years,0.0,388.0,11.0,0.0,0.0,11.0
09/27/2023,01/01/2023,09/23/2023,By Year,Missouri,Female,75-84 years,128.0,6042.0,383.0,40.0,11.0,481.0
09/27/2023,01/01/2023,09/23/2023,By Year,Missouri,Female,85 years and over,189.0,7652.0,416.0,46.0,18.0,575.0
09/27/2023,01/01/2020,12/31/2020,By Year,Montana,Male,Under 1 year,0.0,27.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,Montana,Male,0-17 years,0.0,61.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,Montana,Male,5-14 years,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,Montana,Male,15-24 years,0.0,107.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,Montana,Female,5-14 years,0.0,13.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2021,12/31/2021,By Year,Montana,Male,Under 1 year,0.0,22.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2021,12/31/2021,By Year,Montana,Male,1-4 years,0.0,10.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2021,12/31/2021,By Year,Montana,Male,30-39 years,22.0,238.0,20.0,12.0,0.0,30.0
09/27/2023,01/01/2021,12/31/2021,By Year,Montana,Male,35-44 years,31.0,272.0,23.0,17.0,0.0,37.0
09/27/2023,01/01/2021,12/31/2021,By Year,Montana,Male,40-49 years,44.0,342.0,32.0,24.0,0.0,52.0
09/27/2023,01/01/2021,12/31/2021,By Year,Montana,Male,45-54 years,77.0,448.0,61.0,46.0,0.0,92.0
09/27/2023,01/01/2021,12/31/2021,By Year,Montana,Male,50-64 years,221.0,1284.0,186.0,139.0,0.0,268.0
09/27/2023,01/01/2021,12/31/2021,By Year,Montana,Male,55-64 years,176.0,1033.0,147.0,111.0,0.0,212.0
09/27/2023,01/01/2021,12/31/2021,By Year,Montana,Male,65-74 years,267.0,1577.0,226.0,170.0,0.0,323.0
09/27/2023,01/01/2021,12/31/2021,By Year,Montana,Male,75-84 years,310.0,1860.0,269.0,181.0,0.0,398.0
09/27/2023,01/01/2021,12/31/2021,By Year,Montana,Male,85 years and over,183.0,1490.0,146.0,82.0,0.0,247.0
09/27/2023,01/01/2021,12/31/2021,By Year,Montana,Female,35-44 years,22.0,162.0,14.0,11.0,0.0,25.0
09/27/2023,01/01/2021,12/31/2021,By Year,Montana,Female,40-49 years,31.0,184.0,25.0,22.0,0.0,34.0
09/27/2023,01/01/2021,12/31/2021,By Year,Montana,Female,45-54 years,44.0,248.0,33.0,29.0,0.0,48.0
09/27/2023,01/01/2021,12/31/2021,By Year,Montana,Female,85 years and over,193.0,1977.0,141.0,83.0,0.0,251.0
09/27/2023,01/01/2022,12/31/2022,By Year,Montana,Female,Under 1 year,0.0,18.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2022,12/31/2022,By Year,Montana,Female,0-17 years,0.0,46.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2022,12/31/2022,By Year,Montana,Female,5-14 years,0.0,14.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,09/23/2023,By Year,Montana,Female,Under 1 year,0.0,15.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,09/23/2023,By Year,Montana,Female,25-34 years,0.0,52.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,Nebraska,Male,1-4 years,0.0,13.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,Nebraska,Female,Under 1 year,0.0,49.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,Nebraska,Female,85 years and over,465.0,4122.0,363.0,140.0,12.0,700.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nebraska,Male,Under 1 year,0.0,75.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nebraska,Male,25-34 years,19.0,228.0,23.0,16.0,0.0,26.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nebraska,Male,30-39 years,30.0,270.0,25.0,20.0,0.0,35.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nebraska,Male,35-44 years,45.0,321.0,32.0,28.0,0.0,49.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nebraska,Male,40-49 years,58.0,428.0,51.0,39.0,0.0,70.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nebraska,Male,45-54 years,87.0,609.0,76.0,57.0,0.0,106.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nebraska,Male,75-84 years,291.0,2478.0,285.0,142.0,0.0,434.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nebraska,Female,35-44 years,26.0,199.0,21.0,16.0,0.0,31.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nebraska,Female,40-49 years,41.0,266.0,36.0,23.0,0.0,54.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nebraska,Female,45-54 years,55.0,373.0,42.0,26.0,0.0,71.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nebraska,Female,75-84 years,168.0,2073.0,195.0,76.0,0.0,287.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nebraska,Female,85 years and over,261.0,3650.0,270.0,99.0,0.0,432.0
09/27/2023,01/01/2022,12/31/2022,By Year,Nebraska,Male,35-44 years,17.0,342.0,17.0,11.0,0.0,23.0
09/27/2023,01/01/2022,12/31/2022,By Year,Nebraska,Male,40-49 years,18.0,420.0,25.0,14.0,0.0,29.0
09/27/2023,01/01/2022,12/31/2022,By Year,Nebraska,Male,85 years and over,183.0,2441.0,202.0,58.0,10.0,334.0
09/27/2023,01/01/2022,12/31/2022,By Year,Nebraska,Female,75-84 years,143.0,2195.0,158.0,47.0,10.0,264.0
09/27/2023,01/01/2022,12/31/2022,By Year,Nebraska,Female,85 years and over,246.0,3823.0,242.0,59.0,15.0,441.0
09/27/2023,01/01/2023,09/23/2023,By Year,Nebraska,Male,5-14 years,0.0,19.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,09/23/2023,By Year,Nebraska,Male,40-49 years,0.0,271.0,10.0,0.0,0.0,10.0
09/27/2023,01/01/2023,09/23/2023,By Year,Nebraska,Female,Under 1 year,0.0,42.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,09/23/2023,By Year,Nebraska,Female,5-14 years,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,Nevada,Male,25-34 years,15.0,496.0,26.0,12.0,0.0,29.0
09/27/2023,01/01/2020,12/31/2020,By Year,Nevada,Male,40-49 years,120.0,960.0,122.0,89.0,0.0,153.0
09/27/2023,01/01/2020,12/31/2020,By Year,Nevada,Male,50-64 years,464.0,3627.0,554.0,360.0,11.0,669.0
09/27/2023,01/01/2020,12/31/2020,By Year,Nevada,Female,1-4 years,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,Nevada,Female,5-14 years,0.0,16.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Male,18-29 years,28.0,513.0,32.0,21.0,0.0,39.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Male,25-34 years,52.0,632.0,58.0,39.0,0.0,71.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Male,30-39 years,97.0,760.0,96.0,71.0,0.0,122.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Male,35-44 years,159.0,879.0,148.0,118.0,0.0,189.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Male,40-49 years,271.0,1152.0,235.0,210.0,0.0,296.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Male,45-54 years,402.0,1600.0,347.0,310.0,0.0,439.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Male,85 years and over,421.0,2980.0,472.0,343.0,0.0,550.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Female,18-29 years,21.0,194.0,15.0,12.0,0.0,24.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Female,25-34 years,45.0,277.0,38.0,31.0,0.0,52.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Female,30-39 years,63.0,386.0,68.0,51.0,0.0,80.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Female,35-44 years,80.0,487.0,91.0,66.0,0.0,105.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Female,40-49 years,122.0,617.0,126.0,99.0,0.0,149.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Female,45-54 years,199.0,876.0,200.0,164.0,0.0,235.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Female,50-64 years,496.0,2405.0,519.0,405.0,0.0,610.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Female,55-64 years,373.0,1879.0,395.0,303.0,0.0,465.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Female,65-74 years,549.0,3073.0,623.0,444.0,0.0,728.0
09/27/2023,01/01/2021,12/31/2021,By Year,Nevada,Female,85 years and over,384.0,3755.0,399.0,275.0,0.0,508.0
09/27/2023,01/01/2022,12/31/2022,By Year,Nevada,Male,50-64 years,231.0,3402.0,323.0,150.0,11.0,414.0
09/27/2023,01/01/2022,12/31/2022,By Year,Nevada,Male,55-64 years,187.0,2702.0,262.0,124.0,10.0,334.0
09/27/2023,01/01/2022,12/31/2022,By Year,Nevada,Male,65-74 years,454.0,4474.0,606.0,316.0,16.0,759.0
09/27/2023,01/01/2022,12/31/2022,By Year,Nevada,Male,75-84 years,498.0,4786.0,674.0,351.0,13.0,831.0
09/27/2023,01/01/2022,12/31/2022,By Year,Nevada,Female,65-74 years,263.0,2892.0,407.0,189.0,11.0,491.0
09/27/2023,01/01/2022,12/31/2022,By Year,Nevada,Female,85 years and over,275.0,3870.0,337.0,163.0,13.0,461.0
09/27/2023,01/01/2023,09/23/2023,By Year,Nevada,Male,1-4 years,0.0,20.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,09/23/2023,By Year,Nevada,Female,5-14 years,0.0,21.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Hampshire,Male,Under 1 year,0.0,26.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Hampshire,Female,15-24 years,0.0,27.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Hampshire,Female,18-29 years,0.0,62.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Hampshire,Female,25-34 years,0.0,80.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Hampshire,Female,30-39 years,0.0,87.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Hampshire,Male,Under 1 year,0.0,23.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Hampshire,Male,0-17 years,0.0,53.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Hampshire,Male,5-14 years,0.0,11.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Hampshire,Male,45-54 years,36.0,419.0,20.0,14.0,0.0,42.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Hampshire,Male,50-64 years,119.0,1323.0,91.0,56.0,0.0,154.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Hampshire,Male,55-64 years,95.0,1061.0,75.0,44.0,0.0,126.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Hampshire,Male,75-84 years,183.0,1823.0,164.0,83.0,0.0,264.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Hampshire,Female,50-64 years,46.0,778.0,57.0,26.0,0.0,77.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Hampshire,Female,55-64 years,37.0,631.0,47.0,22.0,0.0,62.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Hampshire,Female,65-74 years,104.0,1134.0,92.0,53.0,0.0,143.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Hampshire,Female,75-84 years,140.0,1694.0,133.0,67.0,0.0,206.0
09/27/2023,01/01/2022,12/31/2022,By Year,New Hampshire,Male,Under 1 year,0.0,20.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2022,12/31/2022,By Year,New Hampshire,Male,0-17 years,0.0,44.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2022,12/31/2022,By Year,New Hampshire,Male,5-14 years,0.0,10.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2022,12/31/2022,By Year,New Hampshire,Male,45-54 years,17.0,421.0,21.0,10.0,0.0,28.0
09/27/2023,01/01/2022,12/31/2022,By Year,New Hampshire,Female,Under 1 year,0.0,10.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2022,12/31/2022,By Year,New Hampshire,Female,15-24 years,0.0,27.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2022,12/31/2022,By Year,New Hampshire,Female,18-29 years,0.0,67.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,09/23/2023,By Year,New Hampshire,Male,0-17 years,0.0,25.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,09/23/2023,By Year,New Hampshire,Female,15-24 years,0.0,20.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2023,09/23/2023,By Year,New Hampshire,Female,18-29 years,0.0,28.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Jersey,Male,1-4 years,0.0,38.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Jersey,Male,5-14 years,0.0,34.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Jersey,Male,18-29 years,45.0,903.0,32.0,15.0,0.0,62.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Jersey,Male,45-54 years,697.0,3373.0,454.0,338.0,13.0,826.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Jersey,Male,50-64 years,2001.0,9355.0,1387.0,1013.0,16.0,2390.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Jersey,Male,55-64 years,1577.0,7303.0,1107.0,805.0,11.0,1889.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Jersey,Male,65-74 years,2305.0,10125.0,1695.0,1192.0,17.0,2823.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Jersey,Male,75-84 years,2591.0,11792.0,2009.0,1359.0,21.0,3259.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Jersey,Male,85 years and over,2359.0,12407.0,1853.0,1125.0,24.0,3111.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Jersey,Female,18-29 years,24.0,328.0,19.0,10.0,0.0,33.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Jersey,Female,75-84 years,2183.0,11301.0,1655.0,1098.0,12.0,2751.0
09/27/2023,01/01/2020,12/31/2020,By Year,New Jersey,Female,85 years and over,3670.0,20844.0,2485.0,1567.0,30.0,4615.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Jersey,Male,18-29 years,44.0,846.0,30.0,18.0,0.0,56.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Jersey,Male,25-34 years,69.0,1124.0,51.0,36.0,0.0,84.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Jersey,Male,30-39 years,99.0,1442.0,77.0,48.0,0.0,128.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Jersey,Male,35-44 years,157.0,1722.0,121.0,80.0,0.0,198.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Jersey,Male,40-49 years,245.0,2098.0,190.0,132.0,0.0,303.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Jersey,Male,45-54 years,423.0,3039.0,303.0,220.0,0.0,506.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Jersey,Male,50-64 years,1200.0,8249.0,952.0,646.0,0.0,1506.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Jersey,Male,55-64 years,929.0,6380.0,766.0,505.0,0.0,1190.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Jersey,Male,75-84 years,1342.0,10213.0,1257.0,723.0,0.0,1876.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Jersey,Male,85 years and over,1116.0,10442.0,1185.0,599.0,0.0,1702.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Jersey,Female,1-4 years,0.0,29.0,0.0,0.0,0.0,0.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Jersey,Female,25-34 years,35.0,469.0,35.0,17.0,0.0,53.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Jersey,Female,40-49 years,124.0,1041.0,104.0,67.0,0.0,161.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Jersey,Female,45-54 years,229.0,1713.0,185.0,122.0,0.0,292.0
09/27/2023,01/01/2021,12/31/2021,By Year,New Jersey,Female,65-74 years,930.0,6789.0,808.0,534.0,0.0,1204.0
09/27/2023,01/01/2022,12/31/2022,By Year,New Jersey,Male,45-54 years,158.0,2592.0,131.0,62.0,0.0,227.0
09/27/2023,01/01/2022,12/31/2022,By Year,New Jersey,Male,75-84 years,978.0,10303.0,1033.0,475.0,19.0,1553.0
09/27/2023,01/01/2022,12/31/2022,By Year,New Jersey,Male,85 years and over,1079.0,10559.0,981.0,468.0,22.0,1613.0
09/27/2023,01/01/2022,12/31/2022,By Year,New Jersey,Female,65-74 years,541.0,6353.0,527.0,247.0,12.0,830.0
09/27/2023,01/01/2022,12/31/2022,By Year,New Jersey,Female,75-84 years,818.0,10026.0,789.0,357.0,11.0,1261.0
